area_id,area_name,latitude,longitude,parameter_id,parameter_description,datetime,value_type,value_text
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406280600,,15
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406280600,,17.26169175
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406280600,,27.78
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406280600,,7.71666666
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406281200,,10
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406281200,,11.5077945
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406281200,,18.52
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406281200,,5.14444444
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406281800,,5
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406281800,,5.75389725
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406281800,,9.26
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406281800,,2.57222222
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406290000,,10
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406290000,,11.5077945
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406290000,,18.52
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406290000,,5.14444444
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406290600,,15
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406290600,,17.26169175
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406290600,,27.78
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406290600,,7.71666666
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406291200,,10
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406291200,,11.5077945
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406291200,,18.52
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406291200,,5.14444444
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406291800,,5
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406291800,,5.75389725
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406291800,,9.26
501273,Banyuwangi,-8.216666667,114.35,ws,Wind speed,202406291800,,2.57222222
501274,Batu,-7.83708,112.53144,hu,Humidity,202406270000,,95
501274,Batu,-7.83708,112.53144,hu,Humidity,202406270600,,80
501274,Batu,-7.83708,112.53144,hu,Humidity,202406271200,,95
501274,Batu,-7.83708,112.53144,hu,Humidity,202406271800,,95
501274,Batu,-7.83708,112.53144,hu,Humidity,202406280000,,80
501274,Batu,-7.83708,112.53144,hu,Humidity,202406280600,,70
501274,Batu,-7.83708,112.53144,hu,Humidity,202406281200,,85
501274,Batu,-7.83708,112.53144,hu,Humidity,202406281800,,90
501274,Batu,-7.83708,112.53144,hu,Humidity,202406290000,,85
501274,Batu,-7.83708,112.53144,hu,Humidity,202406290600,,60
501274,Batu,-7.83708,112.53144,hu,Humidity,202406291200,,80
501274,Batu,-7.83708,112.53144,hu,Humidity,202406291800,,90
501274,Batu,-7.83708,112.53144,humax,Max humidity,202406271200,,95
501274,Batu,-7.83708,112.53144,humax,Max humidity,202406281200,,100
501274,Batu,-7.83708,112.53144,humax,Max humidity,202406291200,,90
501274,Batu,-7.83708,112.53144,tmax,Max temperature,202406271200,,28
501274,Batu,-7.83708,112.53144,tmax,Max temperature,202406271200,,82.4
